User Id,Module,Sub Module,Actions
179,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
180,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
181,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
182,model_building,ml_backends,"['list', 'get']"
183,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
184,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
185,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
186,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
187,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
188,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
189,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
190,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
191,model_building,ml_backends,"['list', 'get']"
192,model_building,ml_backends,"['list', 'get']"
193,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
194,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
195,model_building,ml_backends,"['list', 'get']"
196,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
197,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
198,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
199,model_building,ml_backends,"['list', 'get']"
200,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
201,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
202,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
203,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
204,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
205,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
206,model_building,ml_backends,"['list', 'get']"
207,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
208,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
209,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
210,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
211,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
212,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
213,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
214,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
215,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
216,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
217,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
218,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
219,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
220,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
221,model_building,ml_backends,"['list', 'get']"
222,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
223,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
224,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
225,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
226,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
227,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
228,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
229,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
230,model_building,ml_backends,"['list', 'get']"
231,model_building,ml_backends,"['list', 'get']"
232,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
233,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
234,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
235,model_building,ml_backends,"['list', 'get']"
236,model_building,ml_backends,"['list', 'get']"
237,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
238,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
239,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
240,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
241,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
242,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
243,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
244,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
245,model_building,ml_backends,"['list', 'get']"
246,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
247,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
248,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
249,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
250,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
251,model_building,ml_backends,"['list', 'get']"
252,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
253,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
254,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
255,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
256,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
257,model_building,ml_backends,"['list', 'get']"
258,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
259,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
260,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
261,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
262,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
263,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
264,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
265,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
266,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
267,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
268,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
269,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
270,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
271,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
272,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
273,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
274,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
275,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
276,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
277,model_building,ml_backends,"['list', 'get']"
278,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
279,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
280,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
281,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
282,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
283,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
284,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
285,model_building,ml_backends,"['list', 'get']"
286,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
287,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
288,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
289,model_building,ml_backends,"['list', 'get']"
290,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
291,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
292,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
293,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
294,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
295,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
296,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
297,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
298,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
299,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
300,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
301,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
302,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
303,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
304,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
305,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
306,model_building,ml_backends,"['list', 'get']"
307,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
308,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
309,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
310,model_building,ml_backends,"['list', 'get']"
311,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
312,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
313,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
314,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
315,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
316,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
317,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
318,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
319,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
320,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
321,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
322,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
323,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
324,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
325,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
326,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
327,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
328,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
329,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
330,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
331,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
332,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
333,model_building,ml_backends,"['list', 'get']"
334,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
335,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
336,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
337,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
338,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
339,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
340,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
341,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
342,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
343,model_building,ml_backends,"['list', 'get']"
344,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
345,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
346,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
347,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
348,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
349,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
350,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
351,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
352,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
353,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
354,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
355,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
356,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
357,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
358,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
359,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
360,model_building,ml_backends,"['list', 'get']"
361,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
362,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
363,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
364,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
365,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
366,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
367,data_analytics,reports,"['list', 'get', 'create', 'update', 'delete']"
368,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
369,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
370,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
371,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
372,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
373,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
374,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
375,model_building,ml_backends,"['list', 'get']"
376,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
377,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
378,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
379,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
380,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
381,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
382,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
383,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
384,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
385,model_building,ml_backends,"['list', 'get']"
386,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
387,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
388,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
389,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
390,data_analytics,alerts,"['list', 'get', 'create', 'update', 'delete']"
391,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
392,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
393,model_building,ml_backends,"['list', 'get']"
394,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
395,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
396,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
397,model_building,ml_backends,"['list', 'get']"
398,model_building,ml_backends,"['list', 'get']"
399,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
400,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
401,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
402,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
403,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
404,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
405,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
406,data_ingestion,connectors,"['list', 'get', 'create', 'update', 'delete']"
407,data_ingestion,datasources,"['list', 'get', 'create', 'update', 'delete']"
408,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
409,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
410,model_building,models,"['list', 'get', 'create', 'update', 'delete']"
411,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
412,data_analytics,dashboards,"['list', 'get', 'create', 'update', 'delete']"
413,model_building,ml_backends,"['list', 'get']"
414,model_building,ml_backends,"['list', 'get']"
415,data_analytics,widgets,"['list', 'get', 'create', 'update', 'delete']"
416,model_building,ml_backends,"['list', 'get']"
417,data_ingestion,datasets,"['list', 'get', 'create', 'update', 'delete']"
418,model_building,model_versions,"['list', 'get', 'create', 'update', 'delete']"
